"country","eu","order","item","option","year","val"
"Фінляндія","old","17","Пенсії","old","2007","3.6"
"Фінляндія","old","17","Соціальний захист","soc","2007","7.1"
"Фінляндія","old","17","Безпека і оборона","def","2008","2.6"
"Фінляндія","old","17","Відсотки за борг","deb","2008","1.6"
"Фінляндія","old","17","Всього","ttl","2008","44.4"
"Фінляндія","old","17","Державна служба","cle","2008","5.5"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2008","2.6"
"Фінляндія","old","17","Медицина","med","2008","8.6"
"Фінляндія","old","17","Освіта","edu","2008","7.3"
"Фінляндія","old","17","Пенсії","old","2008","3.8"
"Фінляндія","old","17","Соціальний захист","soc","2008","7.3"
"Фінляндія","old","17","Безпека і оборона","def","2009","3.1"
"Фінляндія","old","17","Відсотки за борг","deb","2009","1.6"
"Фінляндія","old","17","Всього","ttl","2009","50.1"
"Фінляндія","old","17","Державна служба","cle","2009","6.3"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2009","2.9"
"Фінляндія","old","17","Медицина","med","2009","9.8"
"Фінляндія","old","17","Освіта","edu","2009","8"
"Фінляндія","old","17","Пенсії","old","2009","4.5"
"Фінляндія","old","17","Соціальний захист","soc","2009","8.4"
"Фінляндія","old","17","Безпека і оборона","def","2010","3"
"Фінляндія","old","17","Відсотки за борг","deb","2010","1.5"
"Фінляндія","old","17","Всього","ttl","2010","50.7"
"Фінляндія","old","17","Державна служба","cle","2010","6.3"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2010","2.8"
"Фінляндія","old","17","Медицина","med","2010","9.8"
"Фінляндія","old","17","Освіта","edu","2010","8"
"Фінляндія","old","17","Пенсії","old","2010","4.9"
"Фінляндія","old","17","Соціальний захист","soc","2010","8.5"
"Фінляндія","old","17","Безпека і оборона","def","2011","2.8"
"Фінляндія","old","17","Відсотки за борг","deb","2011","1.5"
"Фінляндія","old","17","Всього","ttl","2011","50.1"
"Фінляндія","old","17","Державна служба","cle","2011","6.7"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2011","2.7"
"Фінляндія","old","17","Медицина","med","2011","9.7"
"Фінляндія","old","17","Освіта","edu","2011","7.9"
"Фінляндія","old","17","Пенсії","old","2011","4.6"
"Фінляндія","old","17","Соціальний захист","soc","2011","8.4"
"Фінляндія","old","17","Безпека і оборона","def","2012","2.9"
"Фінляндія","old","17","Відсотки за борг","deb","2012","1.6"
"Фінляндія","old","17","Всього","ttl","2012","51.6"
"Фінляндія","old","17","Державна служба","cle","2012","6.7"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2012","2.8"
"Фінляндія","old","17","Медицина","med","2012","10"
"Фінляндія","old","17","Освіта","edu","2012","7.8"
"Фінляндія","old","17","Пенсії","old","2012","4.7"
"Фінляндія","old","17","Соціальний захист","soc","2012","9"
"Фінляндія","old","17","Безпека і оборона","def","2013","2.9"
"Фінляндія","old","17","Відсотки за борг","deb","2013","1.3"
"Фінляндія","old","17","Всього","ttl","2013","52.4"
"Фінляндія","old","17","Державна служба","cle","2013","7.1"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2013","2.8"
"Фінляндія","old","17","Медицина","med","2013","10.2"
"Фінляндія","old","17","Освіта","edu","2013","7.8"
"Фінляндія","old","17","Пенсії","old","2013","4.8"
"Фінляндія","old","17","Соціальний захист","soc","2013","9.3"
"Фінляндія","old","17","Безпека і оборона","def","2014","2.8"
"Фінляндія","old","17","Відсотки за борг","deb","2014","1.3"
"Фінляндія","old","17","Всього","ttl","2014","52.4"
"Фінляндія","old","17","Державна служба","cle","2014","7.1"
"Фінляндія","old","17","Дороги і ЖКГ","hou","2014","2.9"
"Фінляндія","old","17","Медицина","med","2014","10.2"
"Фінляндія","old","17","Освіта","edu","2014","7.7"
"Фінляндія","old","17","Пенсії","old","2014","4.8"
"Фінляндія","old","17","Соціальний захист","soc","2014","9.5"
"Франція","old","18","Безпека і оборона","def","1995","4"
"Франція","old","18","Відсотки за борг","deb","1995","3.2"
"Франція","old","18","Всього","ttl","1995","35.4"
"Франція","old","18","Державна служба","cle","1995","5.3"
"Франція","old","18","Дороги і ЖКГ","hou","1995","3.6"
"Франція","old","18","Медицина","med","1995","0.3"
"Франція","old","18","Освіта","edu","1995","5.9"
"Франція","old","18","Пенсії","old","1995","1.8"
"Франція","old","18","Соціальний захист","soc","1995","4"
"Франція","old","18","Безпека і оборона","def","1996","4.1"
"Франція","old","18","Відсотки за борг","deb","1996","3.3"
"Франція","old","18","Всього","ttl","1996","35.5"
"Франція","old","18","Державна служба","cle","1996","5.3"
"Франція","old","18","Дороги і ЖКГ","hou","1996","3.3"
"Франція","old","18","Медицина","med","1996","0.3"
"Франція","old","18","Освіта","edu","1996","5.8"
"Франція","old","18","Пенсії","old","1996","1.9"
"Франція","old","18","Соціальний захист","soc","1996","4"
"Франція","old","18","Безпека і оборона","def","1997","3.9"
"Франція","old","18","Відсотки за борг","deb","1997","3.3"
"Франція","old","18","Всього","ttl","1997","35.1"
"Франція","old","18","Державна служба","cle","1997","5.7"
"Франція","old","18","Дороги і ЖКГ","hou","1997","3.2"
"Франція","old","18","Медицина","med","1997","0.3"
"Франція","old","18","Освіта","edu","1997","5.7"
"Франція","old","18","Пенсії","old","1997","1.9"
"Франція","old","18","Соціальний захист","soc","1997","4"
"Франція","old","18","Безпека і оборона","def","1998","3.7"
"Франція","old","18","Відсотки за борг","deb","1998","3.1"
"Франція","old","18","Всього","ttl","1998","33.7"
"Франція","old","18","Державна служба","cle","1998","5.2"
"Франція","old","18","Дороги і ЖКГ","hou","1998","2.9"
"Франція","old","18","Медицина","med","1998","0.3"
"Франція","old","18","Освіта","edu","1998","5.7"
"Франція","old","18","Пенсії","old","1998","1.8"
"Франція","old","18","Соціальний захист","soc","1998","4.1"
"Франція","old","18","Безпека і оборона","def","1999","3.5"
"Франція","old","18","Відсотки за борг","deb","1999","2.9"
"Франція","old","18","Всього","ttl","1999","33.8"
"Франція","old","18","Державна служба","cle","1999","5.2"
"Франція","old","18","Дороги і ЖКГ","hou","1999","3"
"Франція","old","18","Медицина","med","1999","0.3"
"Франція","old","18","Освіта","edu","1999","5.8"
"Франція","old","18","Пенсії","old","1999","1.8"
"Франція","old","18","Соціальний захист","soc","1999","4.2"
"Франція","old","18","Безпека і оборона","def","2000","3.3"
"Франція","old","18","Відсотки за борг","deb","2000","2.8"
"Франція","old","18","Всього","ttl","2000","33"
"Франція","old","18","Державна служба","cle","2000","5.1"
"Франція","old","18","Дороги і ЖКГ","hou","2000","3.1"
"Франція","old","18","Медицина","med","2000","0.3"
"Франція","old","18","Освіта","edu","2000","5.7"
"Франція","old","18","Пенсії","old","2000","1.9"
"Франція","old","18","Соціальний захист","soc","2000","3.8"
"Франція","old","18","Безпека і оборона","def","2001","3.4"
"Франція","old","18","Відсотки за борг","deb","2001","2.9"
"Франція","old","18","Всього","ttl","2001","33"
"Франція","old","18","Державна служба","cle","2001","5"
"Франція","old","18","Дороги і ЖКГ","hou","2001","2.8"
"Франція","old","18","Медицина","med","2001","0.3"
"Франція","old","18","Освіта","edu","2001","5.7"
"Франція","old","18","Пенсії","old","2001","1.9"
"Франція","old","18","Соціальний захист","soc","2001","3.8"
"Франція","old","18","Безпека і оборона","def","2002","3.6"
"Франція","old","18","Відсотки за борг","deb","2002","2.8"
"Франція","old","18","Всього","ttl","2002","33.9"
"Франція","old","18","Державна служба","cle","2002","4.9"
"Франція","old","18","Дороги і ЖКГ","hou","2002","3.1"
"Франція","old","18","Медицина","med","2002","0.4"
"Франція","old","18","Освіта","edu","2002","5.9"
"Франція","old","18","Пенсії","old","2002","1.9"
"Франція","old","18","Соціальний захист","soc","2002","3.7"
"Франція","old","18","Безпека і оборона","def","2003","3.5"
"Франція","old","18","Відсотки за борг","deb","2003","2.8"
"Франція","old","18","Всього","ttl","2003","33.8"
"Франція","old","18","Державна служба","cle","2003","4.7"
"Франція","old","18","Дороги і ЖКГ","hou","2003","3.1"
"Франція","old","18","Медицина","med","2003","0.4"
"Франція","old","18","Освіта","edu","2003","5.9"
"Франція","old","18","Пенсії","old","2003","2.1"
"Франція","old","18","Соціальний захист","soc","2003","3.8"
"Франція","old","18","Безпека і оборона","def","2004","3.4"
"Франція","old","18","Відсотки за борг","deb","2004","2.7"
"Франція","old","18","Всього","ttl","2004","34.3"
"Франція","old","18","Державна служба","cle","2004","4.9"
"Франція","old","18","Дороги і ЖКГ","hou","2004","3.2"
"Франція","old","18","Медицина","med","2004","0.4"
"Франція","old","18","Освіта","edu","2004","5.6"
"Франція","old","18","Пенсії","old","2004","2.5"
"Франція","old","18","Соціальний захист","soc","2004","3.6"
"Франція","old","18","Безпека і оборона","def","2005","3.3"
"Франція","old","18","Відсотки за борг","deb","2005","2.5"
"Франція","old","18","Всього","ttl","2005","34"
"Франція","old","18","Державна служба","cle","2005","4.9"
"Франція","old","18","Дороги і ЖКГ","hou","2005","3.2"
"Франція","old","18","Медицина","med","2005","0.4"
"Франція","old","18","Освіта","edu","2005","5.7"
"Франція","old","18","Пенсії","old","2005","2.4"
"Франція","old","18","Соціальний захист","soc","2005","3.5"
"Франція","old","18","Безпека і оборона","def","2006","3.3"
"Франція","old","18","Відсотки за борг","deb","2006","2.5"
"Франція","old","18","Всього","ttl","2006","33.1"
"Франція","old","18","Державна служба","cle","2006","4.2"
"Франція","old","18","Дороги і ЖКГ","hou","2006","3.2"
"Франція","old","18","Медицина","med","2006","0.3"
"Франція","old","18","Освіта","edu","2006","5.6"
"Франція","old","18","Пенсії","old","2006","2.7"
"Франція","old","18","Соціальний захист","soc","2006","3.6"
"Франція","old","18","Безпека і оборона","def","2007","3.2"
"Франція","old","18","Відсотки за борг","deb","2007","2.5"
"Франція","old","18","Всього","ttl","2007","33.2"
"Франція","old","18","Державна служба","cle","2007","4.6"
"Франція","old","18","Дороги і ЖКГ","hou","2007","3.4"
"Франція","old","18","Медицина","med","2007","0.3"
"Франція","old","18","Освіта","edu","2007","5.4"
"Франція","old","18","Пенсії","old","2007","2.7"
"Франція","old","18","Соціальний захист","soc","2007","3.8"
"Франція","old","18","Безпека і оборона","def","2008","3.2"
"Франція","old","18","Відсотки за борг","deb","2008","2.8"
"Франція","old","18","Всього","ttl","2008","33.8"
"Франція","old","18","Державна служба","cle","2008","4.1"
"Франція","old","18","Дороги і ЖКГ","hou","2008","3.4"
"Франція","old","18","Медицина","med","2008","0.3"
"Франція","old","18","Освіта","edu","2008","5.5"
"Франція","old","18","Пенсії","old","2008","2.8"
"Франція","old","18","Соціальний захист","soc","2008","3.7"
"Франція","old","18","Безпека і оборона","def","2009","3.5"
"Франція","old","18","Відсотки за борг","deb","2009","2.4"
"Франція","old","18","Всього","ttl","2009","35.9"
"Франція","old","18","Державна служба","cle","2009","4.5"
"Франція","old","18","Дороги і ЖКГ","hou","2009","3.6"
"Франція","old","18","Медицина","med","2009","0.3"
"Франція","old","18","Освіта","edu","2009","5.7"
"Франція","old","18","Пенсії","old","2009","3"
"Франція","old","18","Соціальний захист","soc","2009","4.1"
"Франція","old","18","Безпека і оборона","def","2010","3.5"
"Франція","old","18","Відсотки за борг","deb","2010","2.3"
"Франція","old","18","Всього","ttl","2010","36.8"
"Франція","old","18","Державна служба","cle","2010","4.3"
"Франція","old","18","Дороги і ЖКГ","hou","2010","3.4"
"Франція","old","18","Медицина","med","2010","0.4"
"Франція","old","18","Освіта","edu","2010","5.7"
"Франція","old","18","Пенсії","old","2010","3"
"Франція","old","18","Соціальний захист","soc","2010","3.9"
"Франція","old","18","Безпека і оборона","def","2011","3.4"
"Франція","old","18","Відсотки за борг","deb","2011","2.5"
"Франція","old","18","Всього","ttl","2011","30.6"
"Франція","old","18","Державна служба","cle","2011","4"
"Франція","old","18","Дороги і ЖКГ","hou","2011","3.3"
"Франція","old","18","Медицина","med","2011","0.3"
"Франція","old","18","Освіта","edu","2011","5.5"
"Франція","old","18","Пенсії","old","2011","2.7"
"Франція","old","18","Соціальний захист","soc","2011","3.7"
"Франція","old","18","Безпека і оборона","def","2012","3.4"
"Франція","old","18","Відсотки за борг","deb","2012","2.5"
"Франція","old","18","Всього","ttl","2012","35"
"Франція","old","18","Державна служба","cle","2012","4.2"
"Франція","old","18","Дороги і ЖКГ","hou","2012","3.3"
"Франція","old","18","Медицина","med","2012","0.3"
"Франція","old","18","Освіта","edu","2012","5.6"
"Франція","old","18","Пенсії","old","2012","3.1"
"Франція","old","18","Соціальний захист","soc","2012","3.9"
"Франція","old","18","Безпека і оборона","def","2013","3.4"
"Франція","old","18","Відсотки за борг","deb","2013","2.2"
"Франція","old","18","Всього","ttl","2013","35"
"Франція","old","18","Державна служба","cle","2013","4.5"
"Франція","old","18","Дороги і ЖКГ","hou","2013","3.3"
"Франція","old","18","Медицина","med","2013","0.4"
"Франція","old","18","Освіта","edu","2013","5.6"
"Франція","old","18","Пенсії","old","2013","3.1"
"Франція","old","18","Соціальний захист","soc","2013","3.9"
"Франція","old","18","Безпека і оборона","def","2014","3.3"
"Франція","old","18","Відсотки за борг","deb","2014","2.1"
"Франція","old","18","Всього","ttl","2014","35"
"Франція","old","18","Державна служба","cle","2014","4.5"
"Франція","old","18","Дороги і ЖКГ","hou","2014","3.5"
"Франція","old","18","Медицина","med","2014","0.4"
"Франція","old","18","Освіта","edu","2014","5.6"
"Франція","old","18","Пенсії","old","2014","3.1"
"Франція","old","18","Соціальний захист","soc","2014","4.1"
"Чехія","new","19","Безпека і оборона","def","1995","3.6"
"Чехія","new","19","Відсотки за борг","deb","1995","1"
"Чехія","new","19","Всього","ttl","1995","53.1"
"Чехія","new","19","Державна служба","cle","1995","3.4"
"Чехія","new","19","Дороги і ЖКГ","hou","1995","8.7"
"Чехія","new","19","Медицина","med","1995","1.5"
"Чехія","new","19","Освіта","edu","1995","7.7"
"Чехія","new","19","Пенсії","old","1995","6"
"Чехія","new","19","Соціальний захист","soc","1995","5.3"
"Чехія","new","19","Безпека і оборона","def","1996","3.5"
"Чехія","new","19","Відсотки за борг","deb","1996","1.1"
"Чехія","new","19","Всього","ttl","1996","44.8"
"Чехія","new","19","Державна служба","cle","1996","3.8"
"Чехія","new","19","Дороги і ЖКГ","hou","1996","6.6"
"Чехія","new","19","Медицина","med","1996","1.9"
"Чехія","new","19","Освіта","edu","1996","8.1"
"Чехія","new","19","Пенсії","old","1996","6"
"Чехія","new","19","Соціальний захист","soc","1996","5.8"
"Чехія","new","19","Безпека і оборона","def","1997","3.7"
"Чехія","new","19","Відсотки за борг","deb","1997","1.1"
"Чехія","new","19","Всього","ttl","1997","40"
"Чехія","new","19","Державна служба","cle","1997","3.2"
"Чехія","new","19","Дороги і ЖКГ","hou","1997","5.4"
"Чехія","new","19","Медицина","med","1997","1.4"
"Чехія","new","19","Освіта","edu","1997","6.2"
"Чехія","new","19","Пенсії","old","1997","6.1"
"Чехія","new","19","Соціальний захист","soc","1997","6"
"Чехія","new","19","Безпека і оборона","def","1998","3.2"
"Чехія","new","19","Відсотки за борг","deb","1998","1"
"Чехія","new","19","Всього","ttl","1998","41"
"Чехія","new","19","Державна служба","cle","1998","3.2"
"Чехія","new","19","Дороги і ЖКГ","hou","1998","5.9"
"Чехія","new","19","Медицина","med","1998","1.6"
"Чехія","new","19","Освіта","edu","1998","6.6"
"Чехія","new","19","Пенсії","old","1998","6"
"Чехія","new","19","Соціальний захист","soc","1998","5.9"
"Чехія","new","19","Безпека і оборона","def","1999","3.6"
"Чехія","new","19","Відсотки за борг","deb","1999","0.9"
"Чехія","new","19","Всього","ttl","1999","39.3"
"Чехія","new","19","Державна служба","cle","1999","3.5"
"Чехія","new","19","Дороги і ЖКГ","hou","1999","5.3"
"Чехія","new","19","Медицина","med","1999","1.6"
"Чехія","new","19","Освіта","edu","1999","6.2"
"Чехія","new","19","Пенсії","old","1999","6.1"
"Чехія","new","19","Соціальний захист","soc","1999","6.1"
"Чехія","new","19","Безпека і оборона","def","2000","3.6"
"Чехія","new","19","Відсотки за борг","deb","2000","0.8"
"Чехія","new","19","Всього","ttl","2000","39"
"Чехія","new","19","Державна служба","cle","2000","3.6"
"Чехія","new","19","Дороги і ЖКГ","hou","2000","5.3"
"Чехія","new","19","Медицина","med","2000","1.5"
"Чехія","new","19","Освіта","edu","2000","6.4"
"Чехія","new","19","Пенсії","old","2000","6.3"
"Чехія","new","19","Соціальний захист","soc","2000","6.2"
"Чехія","new","19","Безпека і оборона","def","2001","3.6"
"Чехія","new","19","Відсотки за борг","deb","2001","1"
"Чехія","new","19","Всього","ttl","2001","41.4"
"Чехія","new","19","Державна служба","cle","2001","3.7"
"Чехія","new","19","Дороги і ЖКГ","hou","2001","5.7"
"Чехія","new","19","Медицина","med","2001","1.7"
"Чехія","new","19","Освіта","edu","2001","6.6"
"Чехія","new","19","Пенсії","old","2001","6.2"
"Чехія","new","19","Соціальний захист","soc","2001","6.2"
"Чехія","new","19","Безпека і оборона","def","2002","3.8"
"Чехія","new","19","Відсотки за борг","deb","2002","1.1"
"Чехія","new","19","Всього","ttl","2002","42.9"
"Чехія","new","19","Державна служба","cle","2002","4"
"Чехія","new","19","Дороги і ЖКГ","hou","2002","4.8"
"Чехія","new","19","Медицина","med","2002","1.5"
"Чехія","new","19","Освіта","edu","2002","7.1"
"Чехія","new","19","Пенсії","old","2002","6.4"
"Чехія","new","19","Соціальний захист","soc","2002","7"
"Чехія","new","19","Безпека і оборона","def","2003","3.9"
"Чехія","new","19","Відсотки за борг","deb","2003","1"
"Чехія","new","19","Всього","ttl","2003","48.3"
"Чехія","new","19","Державна служба","cle","2003","5.1"
"Чехія","new","19","Дороги і ЖКГ","hou","2003","9"
"Чехія","new","19","Медицина","med","2003","1.9"
"Чехія","new","19","Освіта","edu","2003","7.8"
"Чехія","new","19","Пенсії","old","2003","6.4"
"Чехія","new","19","Соціальний захист","soc","2003","6.8"
"Чехія","new","19","Безпека і оборона","def","2004","3.3"
"Чехія","new","19","Відсотки за борг","deb","2004","1.1"
"Чехія","new","19","Всього","ttl","2004","41.8"
"Чехія","new","19","Державна служба","cle","2004","5"
"Чехія","new","19","Дороги і ЖКГ","hou","2004","6.5"
"Чехія","new","19","Медицина","med","2004","1.7"
"Чехія","new","19","Освіта","edu","2004","7"
"Чехія","new","19","Пенсії","old","2004","6.1"
"Чехія","new","19","Соціальний захист","soc","2004","5.9"
"Чехія","new","19","Безпека і оборона","def","2005","3.6"
"Чехія","new","19","Відсотки за борг","deb","2005","1.2"
"Чехія","new","19","Всього","ttl","2005","40.6"
"Чехія","new","19","Державна служба","cle","2005","5"
"Чехія","new","19","Дороги і ЖКГ","hou","2005","6"
"Чехія","new","19","Медицина","med","2005","1.5"
"Чехія","new","19","Освіта","edu","2005","6.9"
"Чехія","new","19","Пенсії","old","2005","5.9"
"Чехія","new","19","Соціальний захист","soc","2005","5.9"
"Чехія","new","19","Безпека і оборона","def","2006","3.2"
"Чехія","new","19","Відсотки за борг","deb","2006","1.1"
"Чехія","new","19","Всього","ttl","2006","39.7"
"Чехія","new","19","Державна служба","cle","2006","4.3"
"Чехія","new","19","Дороги і ЖКГ","hou","2006","5.9"
"Чехія","new","19","Медицина","med","2006","1.7"
"Чехія","new","19","Освіта","edu","2006","7.1"
"Чехія","new","19","Пенсії","old","2006","6"
"Чехія","new","19","Соціальний захист","soc","2006","5.8"
"Чехія","new","19","Безпека і оборона","def","2007","3"
"Чехія","new","19","Відсотки за борг","deb","2007","1.2"
"Чехія","new","19","Всього","ttl","2007","38.8"
"Чехія","new","19","Державна служба","cle","2007","3.6"
"Чехія","new","19","Дороги і ЖКГ","hou","2007","5.5"
"Чехія","new","19","Медицина","med","2007","1.7"
"Чехія","new","19","Освіта","edu","2007","6.7"
"Чехія","new","19","Пенсії","old","2007","6"
"Чехія","new","19","Соціальний захист","soc","2007","6.5"
"Чехія","new","19","Безпека і оборона","def","2008","2.9"
"Чехія","new","19","Відсотки за борг","deb","2008","1.1"
"Чехія","new","19","Всього","ttl","2008","38.7"
"Чехія","new","19","Державна служба","cle","2008","3.6"
"Чехія","new","19","Дороги і ЖКГ","hou","2008","6"
"Чехія","new","19","Медицина","med","2008","1.6"
"Чехія","new","19","Освіта","edu","2008","6.8"
"Чехія","new","19","Пенсії","old","2008","6.2"
"Чехія","new","19","Соціальний захист","soc","2008","6.4"
"Чехія","new","19","Безпека і оборона","def","2009","3"
"Чехія","new","19","Відсотки за борг","deb","2009","1.3"
"Чехія","new","19","Всього","ttl","2009","41.8"
"Чехія","new","19","Державна служба","cle","2009","3.8"
"Чехія","new","19","Дороги і ЖКГ","hou","2009","6.5"
"Чехія","new","19","Медицина","med","2009","1.8"
"Чехія","new","19","Освіта","edu","2009","7.2"
"Чехія","new","19","Пенсії","old","2009","7"
"Чехія","new","19","Соціальний захист","soc","2009","6.9"
"Чехія","new","19","Безпека і оборона","def","2010","3"
"Чехія","new","19","Відсотки за борг","deb","2010","1.4"
"Чехія","new","19","Всього","ttl","2010","41.1"
"Чехія","new","19","Державна служба","cle","2010","3.6"
"Чехія","new","19","Дороги і ЖКГ","hou","2010","6"
"Чехія","new","19","Медицина","med","2010","1.8"
"Чехія","new","19","Освіта","edu","2010","7.2"
"Чехія","new","19","Пенсії","old","2010","7.3"
"Чехія","new","19","Соціальний захист","soc","2010","6.4"
"Чехія","new","19","Безпека і оборона","def","2011","2.7"
"Чехія","new","19","Відсотки за борг","deb","2011","1.4"
"Чехія","new","19","Всього","ttl","2011","43.4"
"Чехія","new","19","Державна служба","cle","2011","3.4"
"Чехія","new","19","Дороги і ЖКГ","hou","2011","5"
"Чехія","new","19","Медицина","med","2011","4.6"
"Чехія","new","19","Освіта","edu","2011","7.1"
"Чехія","new","19","Пенсії","old","2011","7.9"
"Чехія","new","19","Соціальний захист","soc","2011","6"
"Чехія","new","19","Безпека і оборона","def","2012","2.5"
"Чехія","new","19","Відсотки за борг","deb","2012","1.4"
"Чехія","new","19","Всього","ttl","2012","44"
"Чехія","new","19","Державна служба","cle","2012","5.3"
"Чехія","new","19","Дороги і ЖКГ","hou","2012","4.5"
"Чехія","new","19","Медицина","med","2012","4.6"
"Чехія","new","19","Освіта","edu","2012","7.1"
"Чехія","new","19","Пенсії","old","2012","8.1"
"Чехія","new","19","Соціальний захист","soc","2012","5.3"
"Чехія","new","19","Безпека і оборона","def","2013","2.5"
"Чехія","new","19","Відсотки за борг","deb","2013","1.4"
"Чехія","new","19","Всього","ttl","2013","42.2"
"Чехія","new","19","Державна служба","cle","2013","3.7"
"Чехія","new","19","Дороги і ЖКГ","hou","2013","4.2"
"Чехія","new","19","Медицина","med","2013","4.6"
"Чехія","new","19","Освіта","edu","2013","7.3"
"Чехія","new","19","Пенсії","old","2013","8.2"
"Чехія","new","19","Соціальний захист","soc","2013","5.4"
"Чехія","new","19","Безпека і оборона","def","2014","2.4"
"Чехія","new","19","Відсотки за борг","deb","2014","1.4"
"Чехія","new","19","Всього","ttl","2014","42.2"
"Чехія","new","19","Державна служба","cle","2014","3.7"
"Чехія","new","19","Дороги і ЖКГ","hou","2014","4.5"
"Чехія","new","19","Медицина","med","2014","4.6"
"Чехія","new","19","Освіта","edu","2014","7.2"
"Чехія","new","19","Пенсії","old","2014","8"
"Чехія","new","19","Соціальний захист","soc","2014","5.4"
"Швеція","old","20","Безпека і оборона","def","1995","3.8"
"Швеція","old","20","Відсотки за борг","deb","1995",""
"Швеція","old","20","Всього","ttl","1995","63.4"
"Швеція","old","20","Державна служба","cle","1995",""
"Швеція","old","20","Дороги і ЖКГ","hou","1995","2.7"
"Швеція","old","20","Медицина","med","1995","6.5"
"Швеція","old","20","Освіта","edu","1995","7.5"
"Швеція","old","20","Пенсії","old","1995",""
"Швеція","old","20","Соціальний захист","soc","1995",""
"Швеція","old","20","Безпека і оборона","def","1996","3.9"
"Швеція","old","20","Відсотки за борг","deb","1996",""
"Швеція","old","20","Всього","ttl","1996","60.3"
"Швеція","old","20","Державна служба","cle","1996",""
"Швеція","old","20","Дороги і ЖКГ","hou","1996","2.6"
"Швеція","old","20","Медицина","med","1996","6.7"
"Швеція","old","20","Освіта","edu","1996","7.3"
"Швеція","old","20","Пенсії","old","1996",""
"Швеція","old","20","Соціальний захист","soc","1996",""
"Швеція","old","20","Безпека і оборона","def","1997","3.6"
"Швеція","old","20","Відсотки за борг","deb","1997",""
"Швеція","old","20","Всього","ttl","1997","58.2"
"Швеція","old","20","Державна служба","cle","1997",""
"Швеція","old","20","Дороги і ЖКГ","hou","1997","1.9"
"Швеція","old","20","Медицина","med","1997","6.5"
"Швеція","old","20","Освіта","edu","1997","7.5"
"Швеція","old","20","Пенсії","old","1997",""
"Швеція","old","20","Соціальний захист","soc","1997",""
"Швеція","old","20","Безпека і оборона","def","1998","3.6"
"Швеція","old","20","Відсотки за борг","deb","1998",""
"Швеція","old","20","Всього","ttl","1998","58.2"
"Швеція","old","20","Державна служба","cle","1998",""
"Швеція","old","20","Дороги і ЖКГ","hou","1998","1.6"
"Швеція","old","20","Медицина","med","1998","7.1"
"Швеція","old","20","Освіта","edu","1998","7.7"
"Швеція","old","20","Пенсії","old","1998",""
"Швеція","old","20","Соціальний захист","soc","1998",""
"Швеція","old","20","Безпека і оборона","def","1999","3.6"
"Швеція","old","20","Відсотки за борг","deb","1999",""
"Швеція","old","20","Всього","ttl","1999","57"
"Швеція","old","20","Державна служба","cle","1999",""
"Швеція","old","20","Дороги і ЖКГ","hou","1999","1.3"
"Швеція","old","20","Медицина","med","1999","7"
"Швеція","old","20","Освіта","edu","1999","7.8"
"Швеція","old","20","Пенсії","old","1999",""
"Швеція","old","20","Соціальний захист","soc","1999",""
"Швеція","old","20","Безпека і оборона","def","2000","3.4"
"Швеція","old","20","Відсотки за борг","deb","2000",""
"Швеція","old","20","Всього","ttl","2000","54.5"
"Швеція","old","20","Державна служба","cle","2000",""
"Швеція","old","20","Дороги і ЖКГ","hou","2000","1"
"Швеція","old","20","Медицина","med","2000","6.8"
"Швеція","old","20","Освіта","edu","2000","7"
"Швеція","old","20","Пенсії","old","2000",""
"Швеція","old","20","Соціальний захист","soc","2000",""
"Швеція","old","20","Безпека і оборона","def","2001","3.4"
"Швеція","old","20","Відсотки за борг","deb","2001","2.8"
"Швеція","old","20","Всього","ttl","2001","54.3"
"Швеція","old","20","Державна служба","cle","2001","6.3"
"Швеція","old","20","Дороги і ЖКГ","hou","2001","3.2"
"Швеція","old","20","Медицина","med","2001","7.2"
"Швеція","old","20","Освіта","edu","2001","7.3"
"Швеція","old","20","Пенсії","old","2001","8.3"
"Швеція","old","20","Соціальний захист","soc","2001","10.6"
"Швеція","old","20","Безпека і оборона","def","2002","3.4"
"Швеція","old","20","Відсотки за борг","deb","2002","3"
"Швеція","old","20","Всього","ttl","2002","56"
"Швеція","old","20","Державна служба","cle","2002","6.4"
"Швеція","old","20","Дороги і ЖКГ","hou","2002","3.4"
"Швеція","old","20","Медицина","med","2002","7.5"
"Швеція","old","20","Освіта","edu","2002","7.4"
"Швеція","old","20","Пенсії","old","2002","7.2"
"Швеція","old","20","Соціальний захист","soc","2002","12.6"
"Швеція","old","20","Безпека і оборона","def","2003","3.3"
"Швеція","old","20","Відсотки за борг","deb","2003","2.2"
"Швеція","old","20","Всього","ttl","2003","56.2"
"Швеція","old","20","Державна служба","cle","2003","6.5"
"Швеція","old","20","Дороги і ЖКГ","hou","2003","3.5"
"Швеція","old","20","Медицина","med","2003","7.6"
"Швеція","old","20","Освіта","edu","2003","7.3"
"Швеція","old","20","Пенсії","old","2003","7.8"
"Швеція","old","20","Соціальний захист","soc","2003","13"
"Швеція","old","20","Безпека і оборона","def","2004","3.1"
"Швеція","old","20","Відсотки за борг","deb","2004","1.7"
"Швеція","old","20","Всього","ttl","2004","54.3"
